TITLE,URL,ARCHIVE,SUBJECT,SENDER/RECEIVER,YEAR,POSITION
孙宝琦致盛宣怀函,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/7pmcywxeufz4lkeo&dataType=2,SD026423,中兴公司 峰县,孙宝琦 ,？,
外务部、刘坤一、张之洞致吕海寰、盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/6to5a7v93udb9vpw&dataType=2,SD027112,关务 利息 江汉关 法国 洋务局,刘坤一 外务部 张之洞,？,
张之洞致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/hta9nywmrotill9y&dataType=2,SD031167,大北电报公司 琼州府 电信工程 雷州府,张之洞 ,？,
张之洞致吕海寰、盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/rm12q61qfu77dea2&dataType=2,SD042516,(Robert Edward Bredon）裴式楷（英） 丝 常关 文牍处理 湖北,张之洞 ,？,
張之洞致盛宣怀、袁世凯、杨士琦电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/2fh8d5dch4z34sah&dataType=2,SD047246,大阪公司 汉口 湖北 码头 租借,張之洞 ,？,
张之洞致[盛宣怀]电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/7d78l1pbqzmhch62&dataType=2,SD064176-30,借贷 汉冶萍公司 津浦铁路 物价 物料,张之洞 ,？,
张之洞致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/2e8xsp3ghd43abf7&dataType=2,SD065239-6,借贷 合同 股票 萍乡煤矿 薛鸿年,张之洞 ,？,
孙宝琦致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/eooifkv6on9jc3kq&dataType=2,SD065336-32,利息 合同 汉冶萍公司 财务,孙宝琦 ,?,
孙宝琦致盛宣怀函,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/b3tr8mn9496oxzqy&dataType=2,SD065336-33,中外合资 会见 借贷 公司 小田切万寿之助,孙宝琦 ,?,
张之洞致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/jtn399h9n61v43hr&dataType=2,SD065411-1,張赞宸 汉阳铁厂 矿务 钢铁,张之洞 ,?,
张之洞致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/9rqdcn38kzdr4mpw&dataType=2,SD076698-2,商务 学堂 工业 执照 物业,张之洞 ,?,
端方致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/r2gkyykb5ynuow5i&dataType=2,SD078957,公司 学堂 官钱局 开工 电报, 端方,?,
周馥致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/ye7n3o1uwezzhvc6&dataType=2,SD089248-2,威海 李宝 烟台,周馥 ,？,
张曜致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/4w4xby5ihzls7rlo&dataType=2,SD089257-2,军事 案件,张曜 ,？,
岑春煊致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/345mk4bx6zzrwlgj&dataType=2,SD091809,外务部 广东 押解囚犯 澳门 电报,岑春煊 ,？,
杭州抚署致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/2kxk1u6iul3eb7ge&dataType=2,SD091811,保路运动 条约 粤汉铁路 聶缉椝 苏杭甬铁路, 杭州抚署 ,？,
岑春煊致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/97et5z7ba9x752vn&dataType=2,SD091812,外交 案件审判 澳门 葡萄牙 裴景福,岑春煊 ,？,
河南开封张镇芳都督致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/mj9pt2anw7lg7d11&dataType=2,SD091999,河南 荒政 赈济,张镇芳,？,
曾国荃致盛宣怀函,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/w1jzmgla8n2jkb2s&dataType=2,SD095209,电报 财务 赈输,曾国荃 ,？,
孙宝琦致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/tqkubn5wq43u3iql&dataType=2,SD099782-10,上海 商务 王存善 调查 财务,孙宝琦 ,？,
张之洞致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/uyw2w48wbhqgzeuk&dataType=2,SD102268-1,商人 张振勋 招募 旧金山 王文韶,张之洞 ,？,
桂抚院致[盛宣怀]电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/zyuwkkfkx5s8inkz&dataType=2,SD106018,捐监 捐监银, 桂抚院 ,？,
张之洞致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/94mv21g5iyhc2ovd&dataType=2,SD108020,刘坤一 厦门厅 外邦关系 小田切万寿之助 张之洞,张之洞 ,？,
杨文鼎致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/fdkvooaan9k9besk&dataType=2,SD108031,保定府 李少云 求助,杨文鼎 ,？,
张之洞致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/c5hgbhluhye6twwm&dataType=2,SD108186-4,合同 湖北,张之洞 ,？,
津督署致盛宣怀等四人电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/kcjphw9c8mukc1ws&dataType=2,SD110773,外国驻军 弹药 招商局 枪 轮船, 津督署 ,？,津督署
津督署致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/x9gu38jzzfllnyl4&dataType=2,SD110773,外国驻军 弹药 海关 船只, 津督署 ,？,津督署
张之洞致[盛宣怀]电（并致军机处、外部、户部刘、袁制军）,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/rzaonhzkik7hfocg&dataType=2,SD111197,中外关系 烟草 税务 药材 酒,张之洞 ,？,
督院致邵[友濂]、盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/f1oz3rbf7iya179q&dataType=2,SD111259,上海 电线 英国, 督院,？,
李经羲致盛宣怀函,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/et8p9x1g23b794bj&dataType=2,SD111848,云南 缅甸,李经羲 ,？,
岑春煊致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/ud57f8s39y7hx9e8&dataType=2,SD112247-1,人事 包鸿卿 文牍处理 社交,岑春煊 ,？,
岑春煊致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/uzn9vqarymnx9sk7&dataType=2,SD112247-3,度支部 盐务 税务 邮传部,岑春煊 ,？,
岑春煊致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/xjhenedkbhpts3l8&dataType=2,SD112247-4,京师 汉阳铁厂 考察,岑春煊 ,？,
锡良致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/iae8g8j7bupzeqrg&dataType=2,SD112783,公务 盛京, 锡良,？,
锡良致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/7e2wu7m2q5ul23nk&dataType=2,SD112784,伦敦 行程 载涛, 锡良,？,
锡良致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/hqiuo67o9v98f4nl&dataType=2,SD112785,山海关 汉阳铁厂 物料 管理 采办, 锡良,？,
锡良致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/62jashiheqf5jik1&dataType=2,SD112786,东三省 出口 税务 豆类作物, 锡良,？,
锡良致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/3tkbkst4afdli1n8&dataType=2,SD112787,文牍处理 电报 盛京, 锡良,？,
锡良致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/steij7ch6jt3amtx&dataType=2,SD112789,天津府 工程 汉阳铁厂 物料 郑苏翁, 锡良,？,
锡良致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/c5xq5emxysfn217x&dataType=2,SD112790,奉天府 文牍处理 物料 电报 采办, 锡良,？,
汪大燮致盛宣怀、唐绍仪电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/rtz3noddsu9jd6yw&dataType=2,SD113129,社交 职官 谋职 邮传部,汪大燮 ,？,
[朱家宝]致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/n2gkqiq4a1cckdit&dataType=2,SD113161,人事 奖赏 沈敦和,[朱家宝]  ,？,
[朱家宝]致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/bybpp4krhovil6mk&dataType=2,SD113163-1,保举 华洋义赈会 恽毓龄 沈敦和 福开森,[朱家宝]  ,？,
[朱家宝]致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/qbws5dog4jtwshha&dataType=2,SD113163-2,人事 保举 职官,[朱家宝]  ,？,
袁世凯致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/2g2e3ygauhmmuchn&dataType=2,SD113375,人事 保路运动 弹劾 江苏 浙江, 袁世凯,？,
端方致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/dn1pyrv92xklvh9h&dataType=2,SD114479,军事行动 盛宣怀 筹款 鄂事 风潮, 端方,？,
端方致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/a1krdsh12k8vx4r3&dataType=2,SD114487,事端 盛宣怀 金融 银 风潮, 端方,？,
端方致载泽、盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/cn833k52vxhbm1rs&dataType=2,SD114488,军事行动 同志会 四川 盛宣怀 诱擒, 端方 载泽,？,
端方致载泽、盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/8pkn2ccpf447b2ig&dataType=2,SD114489,关闭 店铺 成都 盛宣怀 风潮, 端方 载泽,？,
端方致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/bhi5rlquajiizzao&dataType=2,SD114490,下驶 兵轮 水急 盛宣怀 重庆, 端方,？,
端方致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/pbp3wt75ksdj8rzz&dataType=2,SD114491,军事行动 吃紧 湘鄂事 盛宣怀 赴川, 端方,？,
瑞澂致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/qqezlz41ce7a34j1&dataType=2,SD114493,川事 电报 盛宣怀 误码 阻力,瑞澂 ,？,
端方致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/a44ai68zsgrjs8aw&dataType=2,SD114494,代传 电报 盛宣怀 行军, 端方,？,
端方致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/t6rbeuuyex5zecrw&dataType=2,SD114495,川路 改线 盛宣怀 道路, 端方,？,
端方致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/fm2c92p5q949fm5c&dataType=2,SD114496,垫款 盛宣怀 经费, 端方,？,
端方致载泽、盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/58jstlzzfqdna8tr&dataType=2,SD114497,上驶 湘路 盛宣怀 轮船 道路, 端方 载泽,？,
端方致载泽、盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/htea2jrqm3w435dq&dataType=2,SD114501,交通 学生 招考 盛宣怀 轮船, 端方 载泽,？,
端方致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/g2x9r42b4wu2s8wu&dataType=2,SD114515,开工 湖北 盛宣怀 铁路, 端方,？,
沈瑜庆致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/tn1tvpt2inmdi4uz&dataType=2,SD114516,保路运动 成都 盛宣怀 重庆,沈瑜庆 ,？,
端方致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/fyg1qq1abh3va2vv&dataType=2,SD114517,学堂 开学 款 湖南 盛宣怀, 端方,？,
端方致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/732vum9fml8s9tq1&dataType=2,SD114520,交通 委任 开工 湖北 盛宣怀, 端方,？,
端方致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/ksp9pbc6o3jhj3rh&dataType=2,SD114523,保路运动 料理 盛宣怀 端方 轮船, 端方,？,
岑春煊致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/qd5raifwnezz8nr7&dataType=2,SD114558,岑春煊 湖北 疾病 盛宣怀 行程,岑春煊 ,？,
程德全致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/o5kx3fafba5h94yk&dataType=2,SD114559,京汉铁路 盛宣怀 警政, 程德全,？,
李经羲致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/haadbeqpd76mswsq&dataType=2,SD114581,借用 公司 盛宣怀 道路,李经羲 ,？,
李经羲致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/gld6fsyqgi411nwv&dataType=2,SD114584,勘察 合同 工程师 盛宣怀 薪俸,李经羲 ,？,
端方致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/97h2bi8e6eazdqux&dataType=2,SD114593,盛宣怀 行程 请假, 端方,？,
袁世凯致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/b65zs465en6gs2y8&dataType=2,SD114670,疾病 盛宣怀, 袁世凯,？,
袁世凯致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/729ypawopttfa758&dataType=2,SD114671,物价 电报 盛宣怀, 袁世凯,？,
沈瑜庆致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/g76bmyg2niz126ze&dataType=2,SD114674,军事行动 围剿 盛宣怀 陆军部,沈瑜庆 ,？,
赵尔巽致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/zafcw1fq35jnxfy8&dataType=2,SD114680,合同 盛宣怀 矿务 铁矿, 赵尔巽,？,
周馥致吕海寰、盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/3v4dx33kpe1xs93e&dataType=2,SD115172,吕海寰 盛宣怀 绵衣,周馥 ,？,
张之洞致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/xsa2xksxgzcshf1h&dataType=2,SD116030-1,外债 工程师 汉阳铁厂,张之洞 ,？,
张之洞致盛宣怀函,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/a5fpxtxdqzsjmd4e&dataType=2,SD118045,商务 工程 铁路,张之洞 ,？,
瑞澂致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/cs7n1ekmbnxn33ku&dataType=2,SD118636,电报 管理 长沙,瑞澂 ,？,
瑞澂致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/qilvnygp5ddce5v9&dataType=2,SD118637,会议 借贷 整顿 电报,瑞澂 ,？,
河南信罗潢光商固息七县旅汴同人致盛宣怀、冯煦电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/5kzjmayztekg3h15&dataType=2,SD009782,募捐 同乡会 旱灾 河南 红十字会,冯煦 河南信罗潢光商固息七县旅汴同人 ,1919,
定远绅民陈骧、范锡恩等致盛宣怀、冯煦电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/1wip5mpsobh5jx7n&dataType=2,SD009225,刘康遐 定远县 赈济,定远绅民陈骧 范锡恩 范锡恩等 陈骧,1918,
刘康遐致盛宣怀、冯煦电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/qc3bohuh77bisvrs&dataType=2,SD009229,江宁府 运输 铜元 韩国钧,刘康遐 ,1918,
孙复瑞致盛宣怀、冯煦电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/6o6goio57epdo285&dataType=2,SD009230,东海县 沭阳县 赈济,孙复瑞,1918,
孙复瑞致盛宣怀、冯煦电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/66tc7nal4ro2cs99&dataType=2,SD009231,东海县 沭阳县 赈济,孙复瑞,1918,
孙复瑞致盛宣怀、冯煦电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/2n5rff7vzq32p3o1&dataType=2,SD009232,东海县 沭阳县 赈济,孙复瑞,1918,
孙复瑞致盛宣怀、冯煦电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/7fbrbhswqvncs1iv&dataType=2,SD009233,沭阳县 海州直隶州 淮安府 淮海工赈转运处 清江浦,孙复瑞,1918,
端方致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/x5hyxbxc26zcpngn&dataType=2,SD068490-1,武昌 江苏 铁路 黄泽生, 端方,1916,
杨文鼎致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/n7yde2zrsojpu8y9&dataType=2,SD068490-2,铁路,杨文鼎 ,1916,
齐耀琳致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/khb6qrnylbcm2kkq&dataType=2,SD005034,上海广仁堂义振会 宿迁县 水灾 虫灾 赈济, 齐耀琳,1915,
倪嗣冲、韩国钧致盛宣怀、冯煦电（1-4）,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/hgpgl6jidw6ee1yo&dataType=2,SD007989,安徽 广仁堂 赈济,倪嗣冲 韩国钧,1915,
王闿运致孙宝琦、盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/8d9ntzrqkv4ayxxa&dataType=2,SD018625-6,湖南 矿务 魏允济,王闿运 ,1915,
孙宝琦致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/us3wid4ltqqb45ug&dataType=2,SD018636-2,广仁堂 王存善,孙宝琦 ,1915,
许鼎霖、齐耀琳致丁宝铨、盛宣怀、冯煦电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/3pounps4eycilso3&dataType=2,SD025843,堤工 大运河 水灾 沂河 邳州,许鼎霖 齐耀琳,1915,
许鼎霖、齐耀琳致丁宝铨、盛宣怀、冯煦电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/8kputus2squmoh91&dataType=2,SD025844,堤工 大运河 水灾 沂河 邳州,许鼎霖 齐耀琳,1915,
许鼎霖、齐耀琳致丁宝铨、盛宣怀、冯煦电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/lrdk2wxxdmm4pjfo&dataType=2,SD025845,堤工 大运河 捐输 水灾 沂河,许鼎霖 齐耀琳,1915,
许鼎霖、齐耀琳致丁宝铨、盛宣怀、冯煦电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/rlmxnbgbkqk8kwtd&dataType=2,SD025846,堤工 大运河 水灾 沂河 赈济,许鼎霖 齐耀琳,1915,
许鼎霖、齐耀琳致丁宝铨、盛宣怀、冯煦电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/2gee2g3vhw91efdi&dataType=2,SD025847,堤工 大运河 捐输 水灾 沂河,许鼎霖 齐耀琳,1915,
